revid,parentid,user,userid,timestamp,size,sha1,comment,anon,diff,deleted,added
213316157,213116201,Victoire F.,1719539,2024-03-13T13:03:39Z,16524,fe6a2f3ee41409dfff55c73d845cd502bec0d16d,Ajout rapide de {{palette}} : + Transidentité en France,,"<tr>
  <td colspan=""2"" class=""diff-lineno"">Ligne 67 :</td>
  <td colspan=""2"" class=""diff-lineno"">Ligne 67 :</td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><div>{{Liens}}</div></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><div>{{Liens}}</div></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><div>* {{lien web |url=http://www.dstalents.fr/fiche.cfm/739768_andrea-furet |titre=Fiche Andréa Furet |site=dstalents.fr |consulté le=9 novembre 2011}}.</div></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><div>* {{lien web |url=http://www.dstalents.fr/fiche.cfm/739768_andrea-furet |titre=Fiche Andréa Furet |site=dstalents.fr |consulté le=9 novembre 2011}}.</div></td>
</tr>
<tr>
  <td colspan=""2"" class=""diff-empty diff-side-deleted""></td>
  <td class=""diff-marker"" data-marker=""+""></td>
  <td class=""diff-addedline diff-side-added""><br /></td>
</tr>
<tr>
  <td colspan=""2"" class=""diff-empty diff-side-deleted""></td>
  <td class=""diff-marker"" data-marker=""+""></td>
  <td class=""diff-addedline diff-side-added""><div>{{Palette|Transidentité en France}}</div></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><br /></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><br /></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><div>{{Portail|télévision française|transidentité|LGBT}}</div></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><div>{{Portail|télévision française|transidentité|LGBT}}</div></td>
</tr>
",[],"['', '{{Palette|Transidentité en France}}']"
213116201,213116127,TwoWings,28903,2024-03-06T17:24:35Z,16486,78694252f4cfd9a58309ce3f9a3eed3dd0f400e1,maladroit,,"<tr>
  <td colspan=""2"" class=""diff-lineno"">Ligne 18 :</td>
  <td colspan=""2"" class=""diff-lineno"">Ligne 18 :</td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><br /></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><br /></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><div>=== Carrière ===</div></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><div>=== Carrière ===</div></td>
</tr>
<tr>
  <td class=""diff-marker"" data-marker=""−""></td>
  <td class=""diff-deletedline diff-side-deleted""><div>Au début de sa carrière, effectuée avant sa transition, elle est créditée sous son prénom de naissance&lt;ref name=""Alexandre"" group=""grec"" /&gt;. En 2013, elle apparaît pour la première fois à la [[Télévision en France|télévision]], dans le téléfilm ''[[La Vallée des mensonges]]'' de [[Stanislas Graziani]]&lt;ref&gt;{{Lien web|titre=''La Vallée des mensonges'' à la tv|url=https://www.linternaute.com/television/telefilm-la-vallee-des-mensonges-p2800380/ |site=linternaute.com |consulté le=2021-11-04}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{Lien archive|horodatage archive=20220629001506|titre=Alexandre Furet - Stars en Herbe |url=https://todaystars.com/fr/artiste/913/Alexandre-Furet |site=todaystars.com |consulté le=2021-11-04}}.&lt;/ref&gt;{{,}}&lt;ref name=""waats""/&gt;{{,}}&lt;ref name=""waats2""/&gt;. En 2017, elle monte sur scène avec ''[[Priscilla, folle du désert, la comédie musicale]]''&lt;ref&gt;{{lien web|url=http://musicall.over-blog.com/double-vie-alexandre-furet|titre=La double vie d'Alexandre Furet|site=Music All|date=3.5.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Thomas Berneuil|url=https://www.musicalavenue.fr/critique-dalbum-priscilla-folle-du-desert-la-comedie-musicale/|titre=Critique d'album : ''Priscilla, folle du désert, la comédie musicale''|site=musicalavenue.fr|date=23.2.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Romain Lambert|url=https://www.musicalavenue.fr/decouvrez-la-distribution-de-priscilla-folle-du-desert-bientot-a-paris/|titre=Découvrez la distribution de ''Priscilla, folle du désert'' à Paris dès le 25 février|site=musicalavenue.fr|date=7.1.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Nelly Oleson|url=https://www.avoir-alire.com/priscilla-folle-du-desert-la-comedie-musicale|titre=Priscilla, folle du désert|site=aVoir-aLire.com|date=21.3.2017|consulté le=2.2.2024}}.&lt;/ref&gt;. En 2019, elle joue le personnage de Victor Belmont dans la [[Série télévisée|série]] ''Trauma''&lt;ref&gt;{{Lien archive|horodatage archive=20220707073558|titre=Miss France : qui est Andréa Furet, la première candidate transgenre du concours ?|url=https://vl-media.fr/miss-france-qui-est-andrea-furet-la-premiere-candidate-transgenre-du-concours/|site=VL-Media|date=20 mai 2022}}.&lt;/ref&gt;. Dans le [[téléfilm]] ''Vulnérables'' diffusé en [[2020 à la télévision|2020]], ses parents sont [[Léa Drucker]] et [[Thierry Godard]]&lt;ref&gt;{{lien web|auteur=Céline Fontana|url=https://tvmag.lefigaro.fr/programme-tv/vulnerables-la-fiction-de-france-2-fait-du-terme-abstrait-mineur-etranger-isole-un-sujet-plus-humain_2e0b9574-0d8b-11eb-ac2a-a59351ff39c8|titre=''Vulnérables'' : la fiction de France 2 fait « du terme abstrait “mineur étranger isolé” un sujet plus humain »|site=[[TV Magazine]]|date=19.10.2020|consulté le=11.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|titre=''Vulnérables'' : accueil difficile|url=https://www.lavenir.net/culture/tele/2021/04/07/vulnerables-accueil-difficile-GGR74JVASZBV3DIBTZS4E55MWU/|site=[[L'Avenir (Belgique)|L'Avenir]]|date=7.4.2021|consulté le=11.2.2024}}.&lt;/ref&gt;.</div></td>
  <td class=""diff-marker"" data-marker=""+""></td>
  <td class=""diff-addedline diff-side-added""><div>Au début de sa carrière, effectuée avant sa transition, elle est créditée sous son prénom de naissance&lt;ref name=""Alexandre"" group=""grec"" /&gt;. En 2013, elle apparaît pour la première fois à la [[Télévision en France|télévision]], dans le téléfilm ''[[La Vallée des mensonges]]'' de [[Stanislas Graziani]]&lt;ref&gt;{{Lien web|titre=''La Vallée des mensonges'' à la tv|url=https://www.linternaute.com/television/telefilm-la-vallee-des-mensonges-p2800380/ |site=linternaute.com |consulté le=2021-11-04}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{Lien archive|horodatage archive=20220629001506|titre=Alexandre Furet - Stars en Herbe |url=https://todaystars.com/fr/artiste/913/Alexandre-Furet |site=todaystars.com |consulté le=2021-11-04}}.&lt;/ref&gt;{{,}}&lt;ref name=""waats""/&gt;{{,}}&lt;ref name=""waats2""/&gt;. En 2017, elle monte sur scène avec ''[[Priscilla, folle du désert, la comédie musicale]]''&lt;ref&gt;{{lien web|url=http://musicall.over-blog.com/double-vie-alexandre-furet|titre=La double vie d'Alexandre Furet|site=Music All|date=3.5.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Thomas Berneuil|url=https://www.musicalavenue.fr/critique-dalbum-priscilla-folle-du-desert-la-comedie-musicale/|titre=Critique d'album : ''Priscilla, folle du désert, la comédie musicale''|site=musicalavenue.fr|date=23.2.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Romain Lambert|url=https://www.musicalavenue.fr/decouvrez-la-distribution-de-priscilla-folle-du-desert-bientot-a-paris/|titre=Découvrez la distribution de ''Priscilla, folle du désert'' à Paris dès le 25 février|site=musicalavenue.fr|date=7.1.2017|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Nelly Oleson|url=https://www.avoir-alire.com/priscilla-folle-du-desert-la-comedie-musicale|titre=Priscilla, folle du désert|site=aVoir-aLire.com|date=21.3.2017|consulté le=2.2.2024}}.&lt;/ref&gt;. En 2019, elle joue le personnage de Victor Belmont dans la [[Série télévisée|série]] ''Trauma''&lt;ref&gt;{{Lien archive|horodatage archive=20220707073558|titre=Miss France : qui est Andréa Furet, la première candidate transgenre du concours ?|url=https://vl-media.fr/miss-france-qui-est-andrea-furet-la-premiere-candidate-transgenre-du-concours/|site=VL-Media|date=20 mai 2022}}.&lt;/ref&gt;. Dans le [[téléfilm]] ''Vulnérables'' diffusé en [[2020 à la télévision|2020]], ses parents sont<ins class=""diffchange diffchange-inline""> joués par</ins> [[Léa Drucker]] et [[Thierry Godard]]&lt;ref&gt;{{lien web|auteur=Céline Fontana|url=https://tvmag.lefigaro.fr/programme-tv/vulnerables-la-fiction-de-france-2-fait-du-terme-abstrait-mineur-etranger-isole-un-sujet-plus-humain_2e0b9574-0d8b-11eb-ac2a-a59351ff39c8|titre=''Vulnérables'' : la fiction de France 2 fait « du terme abstrait “mineur étranger isolé” un sujet plus humain »|site=[[TV Magazine]]|date=19.10.2020|consulté le=11.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|titre=''Vulnérables'' : accueil difficile|url=https://www.lavenir.net/culture/tele/2021/04/07/vulnerables-accueil-difficile-GGR74JVASZBV3DIBTZS4E55MWU/|site=[[L'Avenir (Belgique)|L'Avenir]]|date=7.4.2021|consulté le=11.2.2024}}.&lt;/ref&gt;.</div></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><br /></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><br /></td>
</tr>
<tr>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-deleted""><div>En {{date-|juillet 2020}}, il est annoncé qu'Andréa Furet {{Incise|dont c'est le premier rôle sous ce nom}} est en plein [[Tournage (audiovisuel)|tournage]] du téléfilm ''[[Il est elle]]'' de [[Clément Michel]], traitant de la [[transidentité]], aux côtés d'[[Odile Vuillemin]] et [[Jonathan Zaccaï]]&lt;ref&gt;{{Lien web|auteur=Solenne Rivet|titre=Qui est Andréa Furet, l'actrice trans du téléfilm ''Il est elle'' ?|url=https://www.gala.fr/l_actu/news_de_stars/qui-est-andrea-furet-lactrice-trans-du-telefilm-il-est-elle_479481|site=Gala|date=1 novembre 2021|consulté le=2022-05-22}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Carol Thill|url=https://www.telepro.be/tv/jonathan-zaccai-il-est-elle-andrea-ma-bluffe.html|titre=Jonathan Zaccaï (''Il est elle'') : « Andréa m'a bluffé »|site=[[Télépro]]|date=19.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;. Il s'agit de l'[[Adaptation cinématographique|adaptation]] du [[roman graphique]] ''Barricades'' de Jaypee et [[Charlotte Bousquet]] (2018)&lt;ref&gt;{{lien web|auteur=Marie Piat|titre=''Il ou elle'' : Odile Vuillemin rejoint un téléfilm sur la transidentité pour TF1|url=https://www.purebreak.com/news/il-ou-elle-odile-vuillemin-rejoint-un-telefilm-sur-la-transidentite-pour-tf1/199814|site=Purebreak.com|date=27 juillet 2020|consulté le=3 novembre 2021}}.&lt;/ref&gt;. D'abord diffusé en {{date-|novembre 2020}} en [[Belgique]]&lt;ref&gt;{{lien web|auteur=Noémie Jadoulle|url=https://www.rtbf.be/article/il-est-elle-un-pas-de-plus-pour-la-representation-des-mineurs-transgenres-sur-nos-ecrans-10635159|titre=''Il est elle'' : un pas de plus pour la représentation des mineurs transgenres sur nos écrans|site=[[Radio-télévision belge de la Communauté française|RTBF]]|date=19.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Lucas Hodeige|url=https://www.rtbf.be/article/il-est-elle-un-telefilm-inedit-sur-le-transgenre-avec-odile-vuillemin-jonathan-zaccai-10631023|titre=''Il est elle'' : un téléfilm inédit sur le transgenre avec Odile Vuillemin &amp; Jonathan Zaccaï|site=RTBF|date=13.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;, ce téléfilm est présenté, en {{date-|mars 2021}}, au [[Festival TV de Luchon|Festival des créations télévisuelles de Luchon]]&lt;ref&gt;{{Lien archive|horodatage archive=20211105140346|titre=''Il est elle''|url=https://www.festivaldeluchon.tv/il-est-elle/|site=[[Festival TV de Luchon|Festival des créations télévisuelles de Luchon]]|consulté le=3 novembre 2021}}.&lt;/ref&gt; où l'actrice obtient le prix d'interprétation féminine&lt;ref name=""fdl""&gt;{{Lien archive|horodatage archive=20211104215029|titre=Le palmarès de la {{23e|édition}}|url=https://www.festivaldeluchon.tv/palmares-23eme-edition/|site=Festival des créations télévisuelles de Luchon|date=mars 2021|consulté le=3 novembre 2021}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Émilie Gavoille|titre=Festival de Luchon 2021 : un palmarès en prise avec la société contemporaine|url=https://www.telerama.fr/ecrans/festival-de-luchon-2021-un-palmares-en-prise-avec-la-societe-contemporaine-6841216.php|site=[[Télérama]]|date=15 mars 2021|consulté le=3 novembre 2021}}.&lt;/ref&gt;, avant la diffusion française en {{date-|novembre 2021}}.</div></td>
  <td class=""diff-marker""></td>
  <td class=""diff-context diff-side-added""><div>En {{date-|juillet 2020}}, il est annoncé qu'Andréa Furet {{Incise|dont c'est le premier rôle sous ce nom}} est en plein [[Tournage (audiovisuel)|tournage]] du téléfilm ''[[Il est elle]]'' de [[Clément Michel]], traitant de la [[transidentité]], aux côtés d'[[Odile Vuillemin]] et [[Jonathan Zaccaï]]&lt;ref&gt;{{Lien web|auteur=Solenne Rivet|titre=Qui est Andréa Furet, l'actrice trans du téléfilm ''Il est elle'' ?|url=https://www.gala.fr/l_actu/news_de_stars/qui-est-andrea-furet-lactrice-trans-du-telefilm-il-est-elle_479481|site=Gala|date=1 novembre 2021|consulté le=2022-05-22}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Carol Thill|url=https://www.telepro.be/tv/jonathan-zaccai-il-est-elle-andrea-ma-bluffe.html|titre=Jonathan Zaccaï (''Il est elle'') : « Andréa m'a bluffé »|site=[[Télépro]]|date=19.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;. Il s'agit de l'[[Adaptation cinématographique|adaptation]] du [[roman graphique]] ''Barricades'' de Jaypee et [[Charlotte Bousquet]] (2018)&lt;ref&gt;{{lien web|auteur=Marie Piat|titre=''Il ou elle'' : Odile Vuillemin rejoint un téléfilm sur la transidentité pour TF1|url=https://www.purebreak.com/news/il-ou-elle-odile-vuillemin-rejoint-un-telefilm-sur-la-transidentite-pour-tf1/199814|site=Purebreak.com|date=27 juillet 2020|consulté le=3 novembre 2021}}.&lt;/ref&gt;. D'abord diffusé en {{date-|novembre 2020}} en [[Belgique]]&lt;ref&gt;{{lien web|auteur=Noémie Jadoulle|url=https://www.rtbf.be/article/il-est-elle-un-pas-de-plus-pour-la-representation-des-mineurs-transgenres-sur-nos-ecrans-10635159|titre=''Il est elle'' : un pas de plus pour la représentation des mineurs transgenres sur nos écrans|site=[[Radio-télévision belge de la Communauté française|RTBF]]|date=19.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Lucas Hodeige|url=https://www.rtbf.be/article/il-est-elle-un-telefilm-inedit-sur-le-transgenre-avec-odile-vuillemin-jonathan-zaccai-10631023|titre=''Il est elle'' : un téléfilm inédit sur le transgenre avec Odile Vuillemin &amp; Jonathan Zaccaï|site=RTBF|date=13.11.2020|consulté le=2.2.2024}}.&lt;/ref&gt;, ce téléfilm est présenté, en {{date-|mars 2021}}, au [[Festival TV de Luchon|Festival des créations télévisuelles de Luchon]]&lt;ref&gt;{{Lien archive|horodatage archive=20211105140346|titre=''Il est elle''|url=https://www.festivaldeluchon.tv/il-est-elle/|site=[[Festival TV de Luchon|Festival des créations télévisuelles de Luchon]]|consulté le=3 novembre 2021}}.&lt;/ref&gt; où l'actrice obtient le prix d'interprétation féminine&lt;ref name=""fdl""&gt;{{Lien archive|horodatage archive=20211104215029|titre=Le palmarès de la {{23e|édition}}|url=https://www.festivaldeluchon.tv/palmares-23eme-edition/|site=Festival des créations télévisuelles de Luchon|date=mars 2021|consulté le=3 novembre 2021}}.&lt;/ref&gt;{{,}}&lt;ref&gt;{{lien web|auteur=Émilie Gavoille|titre=Festival de Luchon 2021 : un palmarès en prise avec la société contemporaine|url=https://www.telerama.fr/ecrans/festival-de-luchon-2021-un-palmares-en-prise-avec-la-societe-contemporaine-6841216.php|site=[[Télérama]]|date=15 mars 2021|consulté le=3 novembre 2021}}.&lt;/ref&gt;, avant la diffusion française en {{date-|novembre 2021}}.</div></td>
</tr>
",[],[' joués par']
